Year,Rank,Recipient,Country,Career,Tied,Title
2022,3,"Nathanael Jerde","British Indian Ocean Territory (Chagos Archipelago)","Gaming Service Worker",0,"Nathanael Jerde"
2022,4,"Muriel Marks","Puerto Rico","School Bus Driver",0,"Muriel Marks"
2022,5,"Dolly Abshire",Panama,"Molding and Casting Worker",0,"Dolly Abshire"
2022,6,"Reed Kuhlman","Sao Tome and Principe","Plant and System Operator",0,"Reed Kuhlman"
2022,7,"Ada Ernser",Timor-Leste,"Plastic Molding Machine Operator",0,"Ada Ernser"
2022,8,"Cruz Cruickshank",Colombia,"Gaming Service Worker",0,"Cruz Cruickshank"
2022,9,"Lilyan Lind","Dominican Republic","Soldering Machine Setter",0,"Lilyan Lind"
2022,10,"Shakira Glover",Haiti,"Social Sciences Teacher",0,"Shakira Glover"
2022,1,"Bobbie Ledner","Saint Pierre and Miquelon","Funeral Director",0,"Bobbie Ledner"
2022,2,"Emily Gorczany","Saint Helena","Crane and Tower Operator",0,"Emily Gorczany"
2022,3,"Aniyah Gaylord","Saint Vincent and the Grenadines","Recordkeeping Clerk",0,"Aniyah Gaylord"
2022,4,"Marisol Lesch","Czech Republic","Algorithm Developer",0,"Marisol Lesch"
2022,5,"Charity Fahey DVM",Hungary,"Petroleum Pump System Operator",0,"Charity Fahey DVM"
2022,6,"Dr. Myles Cremin PhD","Heard Island and McDonald Islands","Streetcar Operator",0,"Dr. Myles Cremin PhD"
2022,7,"Delilah Bartell","Cayman Islands","Traffic Technician",0,"Delilah Bartell"
2022,8,"Cristian Hayes",Brazil,"Music Director",0,"Cristian Hayes"
2022,9,"Marisol Metz","Brunei Darussalam","Textile Machine Operator",0,"Marisol Metz"
2022,10,"Ms. Christa Johnson PhD",Sweden,"Manufactured Building Installer",0,"Ms. Christa Johnson PhD"
2022,1,"Sigurd Barton",Iran,"Agricultural Product Grader Sorter",0,"Sigurd Barton"
2022,2,"Dr. Declan Kub","Saint Helena",Sociologist,0,"Dr. Declan Kub"
2022,3,"Miss Maria O'Connell",Yemen,"Occupational Health Safety Technician",0,"Miss Maria O'Connell"
2022,4,"Zella Donnelly",Afghanistan,"Forest and Conservation Technician",0,"Zella Donnelly"
2022,5,"Jewel Hudson Sr.",Philippines,University,0,"Jewel Hudson Sr."
2022,6,"Dedrick Wolf","Cocos (Keeling) Islands","Funeral Director",0,"Dedrick Wolf"
2022,7,"Royce Goldner",Guatemala,"Mathematical Technician",0,"Royce Goldner"
2022,8,"Nichole Schumm",Tanzania,"Law Enforcement Teacher",0,"Nichole Schumm"
2022,9,"Cole Gleichner",France,"Dietetic Technician",0,"Cole Gleichner"
2022,10,"Jeanette Bartell","Dominican Republic","Carpenter Assembler and Repairer",0,"Jeanette Bartell"
2022,1,"Camylle Dibbert","Libyan Arab Jamahiriya","Healthcare Practitioner",0,"Camylle Dibbert"
2022,2,"Amelie Considine",Austria,"Medical Sales Representative",0,"Amelie Considine"
2022,3,"Lourdes Brekke",Guinea-Bissau,"Ship Captain",0,"Lourdes Brekke"
2022,4,"Sincere Miller","Christmas Island","Numerical Control Machine Tool Operator",0,"Sincere Miller"
2022,5,"Dariana Effertz","Costa Rica",Construction,0,"Dariana Effertz"
2022,6,"Mittie Weber",Tonga,Welder,0,"Mittie Weber"
2022,7,"Ms. Bonnie Hermann DVM",Belarus,"Molding and Casting Worker",0,"Ms. Bonnie Hermann DVM"
2022,8,"Rene Schmidt III","Saint Lucia","Bus Driver",0,"Rene Schmidt III"
2022,9,"Kiana Koss DDS",Chile,Engraver,0,"Kiana Koss DDS"
2022,10,"Shana Collins",Niger,"Environmental Engineer",0,"Shana Collins"
2022,1,"Gino Bartell",Anguilla,"Instrument Sales Representative",0,"Gino Bartell"
2022,2,"Abbie Abshire","Libyan Arab Jamahiriya","Psychology Teacher",0,"Abbie Abshire"
2022,3,"Jason Greenfelder",Korea,"Real Estate Association Manager",0,"Jason Greenfelder"
2022,4,"Kaleigh Ortiz",Iraq,"Hand Trimmer",0,"Kaleigh Ortiz"
2022,5,"Miss Catharine Johnson MD","Falkland Islands (Malvinas)","Milling Machine Operator",0,"Miss Catharine Johnson MD"
2022,6,"Adolf Herzog",Anguilla,"Marketing Manager",0,"Adolf Herzog"
2022,7,"Nathaniel Blick I",Switzerland,"Manager of Weapons Specialists",0,"Nathaniel Blick I"
2022,8,"Dr. Annabelle Willms","Puerto Rico",Postmasters,0,"Dr. Annabelle Willms"
2022,9,"Miss Tianna Cummerata Sr.",Liberia,"Logging Supervisor",0,"Miss Tianna Cummerata Sr."
2022,10,"Hermann Tromp DDS",Sweden,"Tool Sharpener",0,"Hermann Tromp DDS"
2022,1,"Ethel Treutel",Guyana,"Forestry Conservation Science Teacher",0,"Ethel Treutel"
2022,2,"Rosemarie Klein","Antigua and Barbuda","Farm and Home Management Advisor",0,"Rosemarie Klein"
2022,3,"Emiliano Bogisich",Cyprus,"Gluing Machine Operator",0,"Emiliano Bogisich"
2022,4,"Emmanuel Torphy",Thailand,"Drilling and Boring Machine Tool Setter",0,"Emmanuel Torphy"
2022,5,"Kaleb Thompson","Sierra Leone","Electronic Drafter",0,"Kaleb Thompson"
2022,6,"Haley Baumbach",Djibouti,"Gas Appliance Repairer",0,"Haley Baumbach"
2022,7,"Dr. Lorine Powlowski",Nauru,"Air Crew Officer",0,"Dr. Lorine Powlowski"
2022,8,"Roderick Shields",Oman,"Control Valve Installer",0,"Roderick Shields"
2022,9,"Billie McDermott MD","Northern Mariana Islands",Photoengraver,0,"Billie McDermott MD"
2022,10,"Trinity Pfeffer",Sweden,"Production Manager",0,"Trinity Pfeffer"
2022,1,"Prof. Adriana Sauer PhD",Honduras,"Lodging Manager",0,"Prof. Adriana Sauer PhD"
2022,2,"Ms. Lottie Watsica",Philippines,"Automotive Body Repairer",0,"Ms. Lottie Watsica"
2022,3,"Otilia Trantow",Pakistan,"Maintenance and Repair Worker",0,"Otilia Trantow"
2022,4,"Mr. Joan Padberg Sr.",Zambia,"Producers and Director",0,"Mr. Joan Padberg Sr."
2022,5,"Prof. Antone Flatley","Cote d'Ivoire","Production Inspector",0,"Prof. Antone Flatley"
2022,6,"Rowland Abshire",Haiti,"MARCOM Director",0,"Rowland Abshire"
2022,7,"Jalon Hermiston MD",Haiti,"Supervisor of Customer Service",0,"Jalon Hermiston MD"
2022,8,"Sadie Borer","French Guiana","Telephone Station Installer and Repairer",0,"Sadie Borer"
2022,9,"Valentin Mante",Nicaragua,"Locomotive Firer",0,"Valentin Mante"
2022,10,"Norbert Rice","Brunei Darussalam","Irradiated-Fuel Handler",0,"Norbert Rice"
2022,1,"Lucas Frami",Bahamas,"Insurance Policy Processing Clerk",0,"Lucas Frami"
2022,2,"Ernestine Armstrong",Namibia,"Home Appliance Installer",0,"Ernestine Armstrong"
2022,3,"Mr. Jabari Renner","Cayman Islands","Log Grader and Scaler",0,"Mr. Jabari Renner"
2022,4,"Henry Gleichner",Tuvalu,"Computer Software Engineer",0,"Henry Gleichner"
2022,5,"Prince Mills III",Egypt,"Credit Checkers Clerk",0,"Prince Mills III"
2022,6,"Josue Crist","Costa Rica","Naval Architects",0,"Josue Crist"
2022,7,"Roselyn Bashirian",Chad,"Food Service Manager",0,"Roselyn Bashirian"
2022,8,"Dr. Tyrique Brakus",Jordan,"Bindery Worker",0,"Dr. Tyrique Brakus"
2022,9,"Juana Muller",Argentina,"Radiologic Technologist",0,"Juana Muller"
2022,10,"Dr. Haskell Boyer","San Marino","Computer Systems Analyst",0,"Dr. Haskell Boyer"
2022,1,"Helen Rosenbaum","Central African Republic",Jeweler,0,"Helen Rosenbaum"
2022,2,"Prof. Zita Braun I",Lebanon,"Preschool Teacher",0,"Prof. Zita Braun I"
2022,3,"Darwin Brekke V",Zambia,Opticians,0,"Darwin Brekke V"
2022,4,"Emmanuelle Murazik",Jersey,Landscaper,0,"Emmanuelle Murazik"
2022,5,"Mr. Gilbert Wisoky","Sao Tome and Principe","Technical Specialist",0,"Mr. Gilbert Wisoky"
2022,6,"Prof. Murray Hauck MD","Cayman Islands","Ship Engineer",0,"Prof. Murray Hauck MD"
2022,7,"Savanna Paucek","Saint Pierre and Miquelon",Composer,0,"Savanna Paucek"
2022,8,"Trisha Roberts",Finland,"Human Resources Assistant",0,"Trisha Roberts"
2022,9,"Jalen Deckow","Northern Mariana Islands",Boilermaker,0,"Jalen Deckow"
2022,10,"Meda Moen","Isle of Man","Marine Cargo Inspector",0,"Meda Moen"
2022,1,"Sandy Skiles",Denmark,"Social Sciences Teacher",0,"Sandy Skiles"
2022,2,"Dario Sauer",Guadeloupe,"Host and Hostess",0,"Dario Sauer"
2022,3,"Shanie Hartmann",Iceland,Barber,0,"Shanie Hartmann"
2022,4,"Annamarie Macejkovic I",Guam,Audiologist,0,"Annamarie Macejkovic I"
2022,5,"Wilhelm Lehner",Belgium,"Gluing Machine Operator",0,"Wilhelm Lehner"
2022,6,"Trey Kuhlman Sr.","Holy See (Vatican City State)","HVAC Mechanic",0,"Trey Kuhlman Sr."
2022,7,"Jacklyn Lueilwitz",Maldives,"Landscape Artist",0,"Jacklyn Lueilwitz"
2022,8,"Dr. Russ Larson DVM","Netherlands Antilles","Special Force",0,"Dr. Russ Larson DVM"
2022,9,"Ernestine Hammes",Mauritania,"Telephone Operator",0,"Ernestine Hammes"
2022,10,"Shad Mohr","Palestinian Territories","Dot Etcher",0,"Shad Mohr"
2022,1,"Miss Yadira Jacobson",Afghanistan,"Carpenter Assembler and Repairer",0,"Miss Yadira Jacobson"
2022,2,"Rosalyn Lemke DVM",Kenya,"Healthcare Practitioner",0,"Rosalyn Lemke DVM"
2022,3,"Retha Volkman",Morocco,"Electronics Engineering Technician",0,"Retha Volkman"
2022,4,"Nick Fadel DVM","Saint Helena","Landscape Architect",0,"Nick Fadel DVM"
2022,5,"Rolando Berge",Mozambique,"Medical Sales Representative",0,"Rolando Berge"
2022,6,"Rory Quitzon DVM",Liechtenstein,"Ticket Agent",0,"Rory Quitzon DVM"
2022,7,"Dr. Ralph Batz",Cuba,"Marine Oiler",0,"Dr. Ralph Batz"
2022,8,"Prof. Geo Luettgen I","Kyrgyz Republic","Forest Fire Inspector",0,"Prof. Geo Luettgen I"
2022,9,"Dr. Jed Mosciski",Micronesia,Assessor,0,"Dr. Jed Mosciski"
2022,10,"Mrs. Margarette Champlin IV","French Guiana",Gauger,0,"Mrs. Margarette Champlin IV"
2022,1,"Randall Windler II",Gambia,"Heavy Equipment Mechanic",0,"Randall Windler II"
2022,2,"Prof. Kevin Metz PhD",Nigeria,Government,0,"Prof. Kevin Metz PhD"
2022,3,"Jett Luettgen","United States of America","Graduate Teaching Assistant",0,"Jett Luettgen"
2022,4,"Annabelle Upton",Cuba,"Aircraft Launch and Recovery Officer",0,"Annabelle Upton"
2022,5,"Rodger Grant IV",Guyana,Courier,0,"Rodger Grant IV"
2022,6,"Mitchell Johnson Sr.",Kenya,University,0,"Mitchell Johnson Sr."
2022,7,"Lavern Rowe","Czech Republic","Word Processors and Typist",0,"Lavern Rowe"
2022,8,"Muhammad Franecki",Finland,"Dot Etcher",0,"Muhammad Franecki"
2022,9,"Raoul Kuhic",Montserrat,"Precision Aircraft Systems Assemblers",0,"Raoul Kuhic"
2022,10,"Serenity Hoppe","Saint Barthelemy",Brickmason,0,"Serenity Hoppe"
2022,1,"Miss Mellie Effertz","San Marino","First-Line Supervisor-Manager of Landscaping, Lawn Service, and Groundskeeping Worker",0,"Miss Mellie Effertz"
2022,2,"Dr. Sim Gottlieb PhD",Jersey,"PR Manager",0,"Dr. Sim Gottlieb PhD"
2022,3,"Earl Weimann","Hong Kong",Veterinarian,0,"Earl Weimann"
2022,4,"Milford Wyman","Svalbard & Jan Mayen Islands","Video Editor",0,"Milford Wyman"
2022,5,"Mr. Hardy Lueilwitz",Peru,"Civil Drafter",0,"Mr. Hardy Lueilwitz"
2022,6,"Neil Predovic","Saint Pierre and Miquelon","Government Service Executive",0,"Neil Predovic"
2022,7,"Jaylin Davis","New Zealand","Agricultural Sciences Teacher",0,"Jaylin Davis"
2022,8,"Stanford Nicolas",Macao,"Wind Instrument Repairer",0,"Stanford Nicolas"
2022,9,"Otilia Wisozk",Eritrea,"Hotel Desk Clerk",0,"Otilia Wisozk"
2022,10,"Reva Pagac",Tokelau,"HVAC Mechanic",0,"Reva Pagac"
2022,1,"Miles Heathcote","Burkina Faso","Professional Photographer",0,"Miles Heathcote"
2022,2,"Mrs. Ashlee McCullough",Belgium,"Administrative Support Supervisors",0,"Mrs. Ashlee McCullough"
2022,3,"Walton Adams",Lithuania,"Web Developer",0,"Walton Adams"
2022,4,"Rico Kuvalis","Saint Lucia","Insurance Claims Clerk",0,"Rico Kuvalis"
2022,5,"Mrs. Myrtle Harber",Yemen,"Conveyor Operator",0,"Mrs. Myrtle Harber"
2022,6,"Amparo Hill Jr.",Paraguay,"Educational Counselor OR Vocationall Counselor",0,"Amparo Hill Jr."
2022,7,"Dr. Clemmie Kling DVM",Mali,"Sales Representative",0,"Dr. Clemmie Kling DVM"
2022,8,"Carlee Kuphal",Burundi,"Immigration Inspector OR Customs Inspector",0,"Carlee Kuphal"
2022,9,"Westley McGlynn I","Cook Islands","Marriage and Family Therapist",0,"Westley McGlynn I"
2022,10,"Aida Heller",Romania,"Mail Machine Operator",0,"Aida Heller"
2022,1,"Dr. Magdalen Johnson Sr.",Bangladesh,"Shuttle Car Operator",0,"Dr. Magdalen Johnson Sr."
2022,2,"Brenden Schumm",Uzbekistan,"Computer Repairer",0,"Brenden Schumm"
2022,3,"Kip Armstrong",Gambia,Paralegal,0,"Kip Armstrong"
2022,4,"Karolann Rempel",Estonia,"Government Service Executive",0,"Karolann Rempel"
2022,5,"Mrs. Chanelle Anderson",Serbia,Inspector,0,"Mrs. Chanelle Anderson"
2022,6,"Braulio Jast",Estonia,Nutritionist,0,"Braulio Jast"
2022,7,"Amira Kreiger","United Arab Emirates","Electronics Engineer",0,"Amira Kreiger"
2022,8,"Mandy Gleichner",Cambodia,"Photoengraving Machine Operator",0,"Mandy Gleichner"
2022,9,"Lukas Marvin",Cambodia,Assembler,0,"Lukas Marvin"
2022,10,"Mrs. Alyce Dare IV",Kenya,Dancer,0,"Mrs. Alyce Dare IV"
2022,1,"Trenton Purdy",Uganda,"Mapping Technician",0,"Trenton Purdy"
2022,2,"Dr. Althea Barton DVM","Heard Island and McDonald Islands","Special Forces Officer",0,"Dr. Althea Barton DVM"
2022,3,"Brandi Gusikowski",Hungary,"Geography Teacher",0,"Brandi Gusikowski"
2022,4,"Valerie Kihn",Sudan,Mathematician,0,"Valerie Kihn"
2022,5,"Twila Lind",Italy,Paperhanger,0,"Twila Lind"
2022,6,"Vida Kuhn Sr.",Ecuador,"Dragline Operator",0,"Vida Kuhn Sr."
2022,7,"Mr. Grover Gerlach",Ghana,"Personal Care Worker",0,"Mr. Grover Gerlach"
2022,8,"Brody Erdman",Tanzania,Rigger,0,"Brody Erdman"
2022,9,"Mrs. Teagan Schiller DDS",Australia,Drafter,0,"Mrs. Teagan Schiller DDS"
2022,10,"Brady Jerde",Guernsey,"Sawing Machine Operator",0,"Brady Jerde"
2022,1,"Verna O'Connell IV",Norway,"Information Systems Manager",0,"Verna O'Connell IV"
2022,2,"Mrs. Paula Ziemann Sr.",Mexico,"Radio Mechanic",0,"Mrs. Paula Ziemann Sr."
2022,3,"Ms. Violet Mills IV",Rwanda,"Sketch Artist",0,"Ms. Violet Mills IV"
2022,4,"Electa Beier",Croatia,"Air Crew Officer",0,"Electa Beier"
2022,5,"Ulises Brakus II",Anguilla,"Fire Investigator",0,"Ulises Brakus II"
2022,6,"Mr. Wilber Ferry","Kyrgyz Republic",Spotters,0,"Mr. Wilber Ferry"
2022,7,"Monroe Gerlach",Togo,"Emergency Medical Technician and Paramedic",0,"Monroe Gerlach"
2022,8,"Zora Cruickshank","New Zealand","Agricultural Worker",0,"Zora Cruickshank"
2022,9,"Cynthia Emmerich",Maldives,"Radiologic Technologist",0,"Cynthia Emmerich"
2022,10,"Lindsey Goodwin MD",Kiribati,"Answering Service",0,"Lindsey Goodwin MD"
2022,1,"Talia Gislason",Benin,"Special Education Teacher",0,"Talia Gislason"
2022,2,"Jess Cronin Jr.",Uganda,Machinist,0,"Jess Cronin Jr."
2022,3,"Xavier Powlowski I",Vanuatu,Janitor,0,"Xavier Powlowski I"
2022,4,"Cesar Anderson","United Kingdom","City Planning Aide",0,"Cesar Anderson"
2022,5,"Preston Rippin",Poland,"Medical Transcriptionist",0,"Preston Rippin"
2022,6,"Mona Kuphal","Solomon Islands","Petroleum Technician",0,"Mona Kuphal"
2022,7,"Ernesto Dickens","Hong Kong","Public Health Social Worker",0,"Ernesto Dickens"
2022,8,"Mr. Haley Roob MD",Colombia,"Alteration Tailor",0,"Mr. Haley Roob MD"
2022,9,"Henriette Bernhard",Serbia,"Forming Machine Operator",0,"Henriette Bernhard"
2022,10,"Alexandrine Bayer MD",Rwanda,"Aircraft Cargo Handling Supervisor",0,"Alexandrine Bayer MD"
2022,1,"Holly Runolfsdottir IV",Bhutan,"Transportation Manager",0,"Holly Runolfsdottir IV"
2022,2,"Destini Willms",Germany,"Fiber Product Cutting Machine Operator",0,"Destini Willms"
2022,3,"Jarod Fay",Malta,"Tool Set-Up Operator",0,"Jarod Fay"
2022,4,"Rosie Bayer",Singapore,"Graphic Designer",0,"Rosie Bayer"
2022,5,"Anya Hessel",Austria,"Short Order Cook",0,"Anya Hessel"
2022,6,"Bessie Wehner",Bahrain,"Musical Instrument Tuner",0,"Bessie Wehner"
2022,7,"Rolando Torp","Brunei Darussalam","General Farmworker",0,"Rolando Torp"
2022,8,"Cristopher Blanda IV",Estonia,"Able Seamen",0,"Cristopher Blanda IV"
2022,9,"Ivy VonRueden",Namibia,Archivist,0,"Ivy VonRueden"
2022,10,"Roy Watsica Jr.","Solomon Islands","Recyclable Material Collector",0,"Roy Watsica Jr."
2022,1,"Claudine Hill",Macao,"Construction Manager",0,"Claudine Hill"
2022,2,"Mrs. Lavada Effertz",Latvia,"Fabric Mender",0,"Mrs. Lavada Effertz"
2022,3,"Dee Ward","Marshall Islands","Private Detective and Investigator",0,"Dee Ward"
2022,4,"Aurelie Gorczany",Denmark,"Rolling Machine Setter",0,"Aurelie Gorczany"
2022,5,"Shawna Ruecker",Macedonia,"New Accounts Clerk",0,"Shawna Ruecker"
2022,6,"Mrs. Augustine Crist DDS",Chile,"Construction Laborer",0,"Mrs. Augustine Crist DDS"
2022,7,"Ismael Herzog MD",Timor-Leste,"Office and Administrative Support Worker",0,"Ismael Herzog MD"
2022,8,"Dr. Sheila Haag",Uruguay,Cashier,0,"Dr. Sheila Haag"
2022,9,"Colton Braun",Kuwait,"Textile Machine Operator",0,"Colton Braun"
2022,10,"Ana Bartell",Cuba,"Respiratory Therapist",0,"Ana Bartell"
2022,1,"Cristal Daniel",Iraq,"Business Manager",0,"Cristal Daniel"
2022,2,"Reina Greenfelder",Oman,"Conveyor Operator",0,"Reina Greenfelder"
2022,3,"Jarred Ziemann","Equatorial Guinea",Opticians,0,"Jarred Ziemann"
2022,4,"Prof. Sophie Jaskolski V","Netherlands Antilles","Environmental Engineering Technician",0,"Prof. Sophie Jaskolski V"
2022,5,"Newell Hodkiewicz","Antarctica (the territory South of 60 deg S)","Nuclear Medicine Technologist",0,"Newell Hodkiewicz"
2022,6,"Hiram Rath",Mongolia,"Oral Surgeon",0,"Hiram Rath"
2022,7,"Richie Metz","Cote d'Ivoire","Production Helper",0,"Richie Metz"
2022,8,"Eriberto Hilpert",Estonia,Typesetter,0,"Eriberto Hilpert"
2022,9,"Marcellus Rath Sr.",Suriname,"Streetcar Operator",0,"Marcellus Rath Sr."
2022,10,"Mr. Cornelius Mitchell",Guatemala,Healthcare,0,"Mr. Cornelius Mitchell"
2022,1,"Eugene Donnelly",Kazakhstan,"Desktop Publisher",0,"Eugene Donnelly"
2022,2,"Prof. Jennings Jast",Liberia,"Structural Metal Fabricator",0,"Prof. Jennings Jast"
2022,3,"Lowell Schuster",Eritrea,"Agricultural Sciences Teacher",0,"Lowell Schuster"
2022,4,"Keenan Romaguera",Mali,Platemaker,0,"Keenan Romaguera"
2022,5,"Cheyanne Graham",Spain,"City Planning Aide",0,"Cheyanne Graham"
2022,6,"Estevan Hodkiewicz",Tuvalu,"Precision Printing Worker",0,"Estevan Hodkiewicz"
2022,7,"Vicenta Schultz",Cuba,"Landscape Artist",0,"Vicenta Schultz"
2022,8,"Hiram Effertz","United States Virgin Islands","Production Helper",0,"Hiram Effertz"
2022,9,"Rachelle Graham",Australia,"Civil Engineering Technician",0,"Rachelle Graham"
2022,10,"Waldo Ward IV","United States of America","Special Forces Officer",0,"Waldo Ward IV"
2022,1,"Jayce Adams",Korea,"Nuclear Monitoring Technician",0,"Jayce Adams"
2022,2,"Mr. Terrell Cronin",Timor-Leste,"Self-Enrichment Education Teacher",0,"Mr. Terrell Cronin"
2022,3,"Mrs. Bethany Gorczany Jr.",Martinique,Internist,0,"Mrs. Bethany Gorczany Jr."
2022,4,"Gregorio Hessel",Guatemala,"Travel Clerk",0,"Gregorio Hessel"
2022,5,"Prof. Nikita Berge",Slovenia,"User Experience Researcher",0,"Prof. Nikita Berge"
2022,6,"Prof. Lacey Rodriguez",Vanuatu,Bartender,0,"Prof. Lacey Rodriguez"
2022,7,"Prof. Kirsten Runolfsdottir",Ethiopia,"Mental Health Counselor",0,"Prof. Kirsten Runolfsdottir"
2022,8,"Dr. Orlando Abshire",Cuba,"Team Assembler",0,"Dr. Orlando Abshire"
2022,9,"Lily Quigley",Samoa,"Streetcar Operator",0,"Lily Quigley"
2022,10,"Lue Wilkinson",Nepal,"Biological Science Teacher",0,"Lue Wilkinson"
2022,1,"Kirk Jerde",Botswana,Internist,0,"Kirk Jerde"
2022,2,"Emmie Keebler",Barbados,"Forestry Conservation Science Teacher",0,"Emmie Keebler"
2022,3,"Aleen Schamberger Sr.","Costa Rica","Home Appliance Installer",0,"Aleen Schamberger Sr."
2022,4,"Abdiel Brakus","Sao Tome and Principe","Materials Scientist",0,"Abdiel Brakus"
2022,5,"Dr. Alexane Littel",Portugal,"Recreational Vehicle Service Technician",0,"Dr. Alexane Littel"
2022,6,"Sidney Emard",Uzbekistan,Boilermaker,0,"Sidney Emard"
2022,7,"Delphine Kilback","South Georgia and the South Sandwich Islands",Gauger,0,"Delphine Kilback"
2022,8,"Valentin Jacobs",Iran,"Business Development Manager",0,"Valentin Jacobs"
2022,9,"Audra Friesen",Finland,"Interpreter OR Translator",0,"Audra Friesen"
2022,10,"Hillary Runolfsdottir I",Sudan,"Custom Tailor",0,"Hillary Runolfsdottir I"
2022,1,"Mrs. Tracy Shields Sr.",Myanmar,"Computer Hardware Engineer",0,"Mrs. Tracy Shields Sr."
2022,2,"Vicky Rice",Thailand,"Gas Pumping Station Operator",0,"Vicky Rice"
2022,3,"Dahlia Kovacek PhD",Eritrea,"Cement Mason and Concrete Finisher",0,"Dahlia Kovacek PhD"
2022,4,"Elisa Hermiston","San Marino","Rental Clerk",0,"Elisa Hermiston"
2022,5,"Selena Ankunding V","Cote d'Ivoire","Private Detective and Investigator",0,"Selena Ankunding V"
2022,6,"Cecile Waters",Martinique,"Bindery Machine Operator",0,"Cecile Waters"
2022,7,"Mitchel Wunsch","Marshall Islands",Bailiff,0,"Mitchel Wunsch"
2022,8,"Cade Schiller",Andorra,"Sales Representative",0,"Cade Schiller"
2022,9,"Jerrell Miller V",Lebanon,"Nursing Instructor",0,"Jerrell Miller V"
2022,10,"Mr. Dell Sanford",Nicaragua,"Stationary Engineer",0,"Mr. Dell Sanford"
2022,1,"Jewell Huel","Isle of Man",Anthropologist,0,"Jewell Huel"
2022,2,"Mr. Archibald Emmerich",Panama,"Office Clerk",0,"Mr. Archibald Emmerich"
2022,3,"Miss Edwina Upton Jr.","Slovakia (Slovak Republic)","Animal Scientist",0,"Miss Edwina Upton Jr."
2022,4,"Lessie Orn Sr.","Netherlands Antilles","Copy Writer",0,"Lessie Orn Sr."
2022,5,"Jany Schneider",Ireland,"Night Security Guard",0,"Jany Schneider"
2022,6,"Blake Brakus",Mayotte,"Brokerage Clerk",0,"Blake Brakus"
2022,7,"Prof. Kathleen Dibbert",Sweden,"Library Technician",0,"Prof. Kathleen Dibbert"
2022,8,"Dr. Gertrude Bernhard MD","Czech Republic",Assessor,0,"Dr. Gertrude Bernhard MD"
2022,9,"Chase Beatty MD",Botswana,"Wholesale Buyer",0,"Chase Beatty MD"
2022,10,"Adah Reilly",Afghanistan,"Tire Changer",0,"Adah Reilly"
2022,1,"Joany Sanford",Azerbaijan,"Tool Sharpener",0,"Joany Sanford"
2022,2,"Prof. Godfrey Hirthe",Pakistan,"Supervisor Correctional Officer",0,"Prof. Godfrey Hirthe"
2022,3,"Ms. Lorna Paucek Jr.","El Salvador","Financial Manager",0,"Ms. Lorna Paucek Jr."
2022,4,"Queen Erdman",Bahrain,"Laundry OR Dry-Cleaning Worker",0,"Queen Erdman"
